dyna_id,id,speed
125.0,10.0,57.388465881347656
126.0,10.0,56.8869743347168
127.0,10.0,55.534847259521484
128.0,10.0,55.2166748046875
129.0,10.0,55.201416015625
130.0,10.0,55.555572509765625
131.0,10.0,56.01508331298828
132.0,11.0,52.8475227355957
133.0,11.0,58.264896392822266
134.0,11.0,59.334415435791016
135.0,11.0,59.743560791015625
136.0,11.0,61.467254638671875
137.0,11.0,61.37874221801758
138.0,11.0,62.03841018676758
139.0,11.0,61.856048583984375
140.0,11.0,60.67811584472656
141.0,11.0,59.84410858154297
142.0,11.0,59.543148040771484
143.0,11.0,58.88113021850586
144.0,12.0,55.134910583496094
145.0,12.0,61.57424545288086
146.0,12.0,63.517086029052734
147.0,12.0,62.02399444580078
148.0,12.0,61.42727279663086
149.0,12.0,58.945396423339844
150.0,12.0,58.30614471435547
151.0,12.0,57.4361686706543
152.0,12.0,56.75617218017578
153.0,12.0,56.44749450683594
154.0,12.0,56.5018424987793
155.0,12.0,56.604251861572266
156.0,13.0,60.345924377441406
157.0,13.0,59.147178649902344
158.0,13.0,59.21111297607422
159.0,13.0,59.592803955078125
160.0,13.0,61.81377029418945
161.0,13.0,63.369850158691406
162.0,13.0,64.51051330566406
163.0,13.0,64.9820556640625
164.0,13.0,64.40249633789062
165.0,13.0,63.515384674072266
166.0,13.0,62.37971496582031
167.0,13.0,61.79022216796875
168.0,14.0,58.51360321044922
169.0,14.0,57.811641693115234
170.0,14.0,56.68534851074219
171.0,14.0,60.64741516113281
172.0,14.0,59.025146484375
173.0,14.0,60.25364685058594
174.0,14.0,60.77320098876953
175.0,14.0,62.24726867675781
176.0,14.0,62.93124771118164
177.0,14.0,63.641502380371094
178.0,14.0,63.58482360839844
179.0,14.0,63.21750259399414
180.0,15.0,56.98394012451172
181.0,15.0,59.31332778930664
182.0,15.0,62.73979949951172
183.0,15.0,63.35322952270508
184.0,15.0,63.07803726196289
185.0,15.0,62.07527160644531
186.0,15.0,61.52593231201172
187.0,15.0,60.59574890136719
188.0,15.0,59.91731262207031
189.0,15.0,59.658355712890625
190.0,15.0,59.64051055908203
191.0,15.0,59.84471130371094
192.0,16.0,59.63141632080078
193.0,16.0,61.7309455871582
194.0,16.0,59.199092864990234
195.0,16.0,61.62876892089844
196.0,16.0,60.08799362182617
197.0,16.0,63.5097541809082
198.0,16.0,62.108795166015625
199.0,16.0,61.60042190551758
200.0,16.0,59.50128173828125
201.0,16.0,58.09463882446289
202.0,16.0,56.770267486572266
203.0,16.0,55.953765869140625
204.0,17.0,60.05891799926758
205.0,17.0,63.7340202331543
206.0,17.0,60.70132827758789
207.0,17.0,62.117652893066406
208.0,17.0,61.343292236328125
209.0,17.0,63.24995422363281
210.0,17.0,62.905025482177734
211.0,17.0,62.03608322143555
212.0,17.0,61.477298736572266
213.0,17.0,60.32270431518555
214.0,17.0,59.430809020996094
215.0,17.0,59.07725143432617
216.0,18.0,65.302490234375
217.0,18.0,60.37895965576172
218.0,18.0,63.399566650390625
219.0,18.0,62.12922286987305
220.0,18.0,62.41853713989258
221.0,18.0,61.14813995361328
222.0,18.0,59.47292709350586
223.0,18.0,58.66385269165039
224.0,18.0,58.24995803833008
225.0,18.0,58.566017150878906
226.0,18.0,58.66670227050781
227.0,18.0,58.95578384399414
228.0,19.0,56.50198745727539
229.0,19.0,59.62418746948242
230.0,19.0,58.47892379760742
231.0,19.0,59.09892654418945
232.0,19.0,57.41621780395508
233.0,19.0,57.76000213623047
234.0,19.0,58.763648986816406
235.0,19.0,59.91208267211914
236.0,19.0,61.269474029541016
237.0,19.0,61.60569381713867
238.0,19.0,61.72766876220703
239.0,19.0,61.87324523925781
240.0,20.0,62.86239242553711
241.0,20.0,55.85722351074219
242.0,20.0,55.01426696777344
243.0,20.0,55.1513671875
244.0,20.0,56.491764068603516
245.0,20.0,57.91108322143555
246.0,20.0,59.01952362060547
247.0,20.0,60.12669372558594
248.0,20.0,60.3203010559082
249.0,20.0,60.15023422241211
250.0,20.0,60.23003005981445
251.0,20.0,60.17526626586914
252.0,21.0,59.36194610595703
253.0,21.0,56.38129425048828
254.0,21.0,57.79222869873047
255.0,21.0,58.499149322509766
256.0,21.0,61.642921447753906
257.0,21.0,62.74549865722656
258.0,21.0,64.40503692626953
259.0,21.0,65.12701416015625
260.0,21.0,65.88742065429688
261.0,21.0,66.20463562011719
262.0,21.0,66.15304565429688
263.0,21.0,65.5582275390625
264.0,22.0,66.45062255859375
265.0,22.0,68.30633544921875
266.0,22.0,64.55181884765625
267.0,22.0,61.075958251953125
268.0,22.0,60.464134216308594
269.0,22.0,58.840126037597656
270.0,22.0,59.953590393066406
271.0,22.0,60.32441329956055
272.0,22.0,62.23176956176758
273.0,22.0,62.96625518798828
274.0,22.0,64.24812316894531
275.0,22.0,65.56486511230469
276.0,23.0,62.85541915893555
277.0,23.0,59.36513137817383
278.0,23.0,58.11762619018555
279.0,23.0,55.733642578125
280.0,23.0,56.309757232666016
281.0,23.0,56.004661560058594
282.0,23.0,58.249122619628906
283.0,23.0,60.445274353027344
284.0,23.0,62.723777770996094
285.0,23.0,63.89902877807617
286.0,23.0,64.10822296142578
287.0,23.0,63.91188430786133
288.0,24.0,53.3356819152832
289.0,24.0,57.444580078125
290.0,24.0,54.984596252441406
291.0,24.0,56.66926193237305
292.0,24.0,56.44364929199219
293.0,24.0,58.88679504394531
294.0,24.0,58.53725814819336
295.0,24.0,58.921566009521484
296.0,24.0,58.36517333984375
297.0,24.0,58.197898864746094
298.0,24.0,57.91697692871094
299.0,24.0,57.94369888305664
300.0,25.0,50.53228759765625
301.0,25.0,59.193511962890625
302.0,25.0,61.18171691894531
303.0,25.0,62.273380279541016
304.0,25.0,62.40557098388672
305.0,25.0,62.46778106689453
306.0,25.0,62.79395294189453
307.0,25.0,62.34313201904297
308.0,25.0,62.44718933105469
309.0,25.0,61.57035446166992
310.0,25.0,60.9437255859375
311.0,25.0,60.74360275268555
312.0,26.0,57.77300262451172
313.0,26.0,64.58975219726562
314.0,26.0,65.65691375732422
315.0,26.0,66.49801635742188
316.0,26.0,64.11637115478516
317.0,26.0,62.232364654541016
318.0,26.0,61.951934814453125
319.0,26.0,61.1219596862793
320.0,26.0,61.366905212402344
321.0,26.0,60.97659683227539
322.0,26.0,60.59592819213867
323.0,26.0,60.35068130493164
324.0,27.0,58.88330078125
325.0,27.0,57.557613372802734
326.0,27.0,58.72513198852539
327.0,27.0,57.64449691772461
328.0,27.0,57.645931243896484
329.0,27.0,58.80255126953125
330.0,27.0,59.29502487182617
331.0,27.0,59.959495544433594
332.0,27.0,60.514183044433594
333.0,27.0,60.74095153808594
334.0,27.0,60.65831756591797
335.0,27.0,60.1302490234375
336.0,28.0,50.634910583496094
337.0,28.0,52.06949996948242
338.0,28.0,55.79014587402344
339.0,28.0,58.219722747802734
340.0,28.0,61.108795166015625
341.0,28.0,61.743228912353516
342.0,28.0,63.08917236328125
343.0,28.0,62.35503005981445
344.0,28.0,62.325927734375
345.0,28.0,61.3936767578125
346.0,28.0,60.91071701049805
347.0,28.0,60.44484329223633
348.0,29.0,62.76512145996094
349.0,29.0,61.324867248535156
350.0,29.0,60.85316848754883
351.0,29.0,60.066497802734375
352.0,29.0,59.552207946777344
353.0,29.0,59.97191619873047
354.0,29.0,61.135337829589844
355.0,29.0,61.93764114379883
356.0,29.0,62.7885856628418
357.0,29.0,63.33650207519531
358.0,29.0,63.619937896728516
359.0,29.0,63.75419616699219
360.0,30.0,56.5380973815918
361.0,30.0,57.07959747314453
362.0,30.0,59.01690673828125
363.0,30.0,58.324398040771484
364.0,30.0,59.32250213623047
365.0,30.0,59.89767074584961
366.0,30.0,61.76585006713867
367.0,30.0,63.616310119628906
368.0,30.0,64.4363021850586
369.0,30.0,64.65382385253906
370.0,30.0,63.87854766845703
371.0,30.0,63.109554290771484
372.0,31.0,62.50973892211914
373.0,31.0,59.07111740112305
374.0,31.0,59.6160774230957
375.0,31.0,58.61954116821289
376.0,31.0,59.97650909423828
377.0,31.0,59.475799560546875
378.0,31.0,60.194725036621094
379.0,31.0,61.04245376586914
380.0,31.0,61.97536087036133
381.0,31.0,62.89188766479492
382.0,31.0,63.37977600097656
383.0,31.0,63.198997497558594
384.0,32.0,56.715492248535156
385.0,32.0,62.397987365722656
386.0,32.0,58.59891128540039
387.0,32.0,59.15096664428711
388.0,32.0,58.77161407470703
389.0,32.0,59.5169792175293
390.0,32.0,61.225914001464844
391.0,32.0,62.3365478515625
392.0,32.0,63.572540283203125
393.0,32.0,63.88166809082031
394.0,32.0,63.737701416015625
395.0,32.0,63.985107421875
396.0,33.0,61.63774871826172
397.0,33.0,60.511592864990234
398.0,33.0,58.20539093017578
399.0,33.0,57.82882308959961
400.0,33.0,58.73181915283203
401.0,33.0,58.61524963378906
402.0,33.0,58.972923278808594
403.0,33.0,59.741092681884766
404.0,33.0,60.758174896240234
405.0,33.0,61.264530181884766
406.0,33.0,61.15918731689453
407.0,33.0,60.960777282714844
408.0,34.0,64.59681701660156
409.0,34.0,61.24790573120117
410.0,34.0,57.28838348388672
411.0,34.0,58.82847595214844
412.0,34.0,61.371402740478516
413.0,34.0,64.80479431152344
414.0,34.0,65.61712646484375
415.0,34.0,66.47836303710938
416.0,34.0,66.41280364990234
417.0,34.0,66.63661193847656
418.0,34.0,66.1089859008789
419.0,34.0,66.16352081298828
420.0,35.0,63.76888656616211
421.0,35.0,62.150299072265625
422.0,35.0,56.86355209350586
423.0,35.0,57.69163513183594
424.0,35.0,56.306541442871094
425.0,35.0,55.91618728637695
426.0,35.0,54.631839752197266
427.0,35.0,54.51393508911133
428.0,35.0,55.1208381652832
429.0,35.0,55.851417541503906
430.0,35.0,56.53488540649414
431.0,35.0,57.034568786621094
432.0,36.0,64.84974670410156
433.0,36.0,64.05756378173828
434.0,36.0,63.514404296875
435.0,36.0,62.924251556396484
436.0,36.0,59.187782287597656
437.0,36.0,59.47208786010742
438.0,36.0,58.48685073852539
439.0,36.0,58.51805877685547
440.0,36.0,57.73094177246094
441.0,36.0,57.8092041015625
442.0,36.0,57.970481872558594
443.0,36.0,58.186492919921875
444.0,37.0,64.12984466552734
445.0,37.0,61.65140914916992
446.0,37.0,60.307003021240234
447.0,37.0,57.844970703125
448.0,37.0,60.0110969543457
449.0,37.0,59.53842544555664
450.0,37.0,60.794864654541016
451.0,37.0,60.03170394897461
452.0,37.0,60.32594299316406
453.0,37.0,59.63175964355469
454.0,37.0,58.95692443847656
455.0,37.0,58.196929931640625
456.0,38.0,62.740482330322266
457.0,38.0,57.794498443603516
458.0,38.0,57.188045501708984
459.0,38.0,55.57659149169922
460.0,38.0,54.81061553955078
461.0,38.0,54.56317901611328
462.0,38.0,55.31740951538086
463.0,38.0,55.38426971435547
464.0,38.0,55.925025939941406
465.0,38.0,55.976409912109375
466.0,38.0,56.40062713623047
467.0,38.0,56.43385314941406
468.0,39.0,59.1771240234375
469.0,39.0,61.08941650390625
470.0,39.0,61.35595703125
471.0,39.0,62.41923904418945
472.0,39.0,62.17662811279297
473.0,39.0,60.19991683959961
474.0,39.0,59.47267150878906
475.0,39.0,58.473976135253906
476.0,39.0,57.54717254638672
477.0,39.0,57.16346740722656
478.0,39.0,57.180335998535156
479.0,39.0,57.20011901855469
480.0,40.0,53.318748474121094
481.0,40.0,59.6815185546875
482.0,40.0,62.8734130859375
483.0,40.0,64.56118774414062
484.0,40.0,65.16790771484375
485.0,40.0,64.03770446777344
486.0,40.0,62.66608428955078
487.0,40.0,60.523094177246094
488.0,40.0,57.921016693115234
489.0,40.0,56.351898193359375
490.0,40.0,55.23121643066406
491.0,40.0,54.88871765136719
492.0,41.0,67.43338012695312
493.0,41.0,63.090702056884766
494.0,41.0,64.3424301147461
495.0,41.0,61.024269104003906
496.0,41.0,61.00279998779297
497.0,41.0,59.49787902832031
498.0,41.0,59.03466033935547
499.0,41.0,59.22515869140625
500.0,41.0,60.1530876159668
501.0,41.0,60.872589111328125
502.0,41.0,61.75758361816406
503.0,41.0,61.955604553222656
504.0,42.0,60.439579010009766
505.0,42.0,62.09264373779297
506.0,42.0,60.48845672607422
507.0,42.0,60.532569885253906
508.0,42.0,58.97895431518555
509.0,42.0,58.760440826416016
510.0,42.0,58.02971267700195
511.0,42.0,58.70990753173828
512.0,42.0,59.11421585083008
513.0,42.0,59.70718002319336
514.0,42.0,59.99452590942383
515.0,42.0,60.606666564941406
516.0,43.0,64.45433044433594
517.0,43.0,61.948516845703125
518.0,43.0,59.187225341796875
519.0,43.0,60.356414794921875
520.0,43.0,57.96323013305664
521.0,43.0,58.43865966796875
522.0,43.0,57.41236114501953
523.0,43.0,56.887672424316406
524.0,43.0,55.97098159790039
525.0,43.0,56.12553405761719
526.0,43.0,55.83124923706055
527.0,43.0,55.6773681640625
528.0,44.0,59.24629211425781
529.0,44.0,63.11370849609375
530.0,44.0,61.34352493286133
531.0,44.0,62.804725646972656
532.0,44.0,60.13088607788086
533.0,44.0,60.46766662597656
534.0,44.0,60.436805725097656
535.0,44.0,61.27396011352539
536.0,44.0,61.33453369140625
537.0,44.0,61.14111328125
538.0,44.0,60.55686569213867
539.0,44.0,60.10689163208008
540.0,45.0,55.991493225097656
541.0,45.0,59.19430923461914
542.0,45.0,55.28650665283203
543.0,45.0,55.31399917602539
544.0,45.0,54.82215118408203
545.0,45.0,55.50390625
546.0,45.0,56.51279067993164
547.0,45.0,57.37673568725586
548.0,45.0,57.29365158081055
549.0,45.0,57.04547119140625
550.0,45.0,56.34326171875
551.0,45.0,55.62757110595703
552.0,46.0,64.90369415283203
553.0,46.0,60.53578567504883
554.0,46.0,59.551605224609375
555.0,46.0,59.00311279296875
556.0,46.0,59.50717544555664
557.0,46.0,58.37710952758789
558.0,46.0,58.468605041503906
559.0,46.0,57.87601852416992
560.0,46.0,57.8147087097168
561.0,46.0,57.78333282470703
562.0,46.0,58.16468048095703
563.0,46.0,58.32307052612305
564.0,47.0,67.95948028564453
565.0,47.0,62.01485824584961
566.0,47.0,62.483558654785156
567.0,47.0,59.83788299560547
568.0,47.0,60.5366325378418
569.0,47.0,57.86751937866211
570.0,47.0,58.36140441894531
571.0,47.0,58.51946258544922
572.0,47.0,60.21501541137695
573.0,47.0,61.853939056396484
574.0,47.0,63.37245559692383
575.0,47.0,64.51631164550781
576.0,48.0,53.595741271972656
577.0,48.0,58.00289535522461
578.0,48.0,59.434993743896484
579.0,48.0,60.39669418334961
580.0,48.0,60.2722282409668
581.0,48.0,60.638431549072266
582.0,48.0,60.924129486083984
583.0,48.0,61.38985061645508
584.0,48.0,60.206932067871094
585.0,48.0,59.851646423339844
586.0,48.0,59.2314567565918
587.0,48.0,59.02845001220703
588.0,49.0,57.114376068115234
589.0,49.0,61.45464324951172
590.0,49.0,60.433143615722656
591.0,49.0,60.54820251464844
592.0,49.0,62.36571502685547
593.0,49.0,63.51918411254883
594.0,49.0,63.55038833618164
595.0,49.0,63.480777740478516
596.0,49.0,62.87915802001953
597.0,49.0,62.92863464355469
598.0,49.0,62.93436813354492
599.0,49.0,62.719024658203125
600.0,50.0,55.13124465942383
601.0,50.0,64.64932250976562
602.0,50.0,62.66629409790039
603.0,50.0,60.42919921875
604.0,50.0,59.71389389038086
605.0,50.0,58.61869812011719
606.0,50.0,59.89134979248047
607.0,50.0,60.16114807128906
608.0,50.0,61.17573928833008
609.0,50.0,60.6193733215332
610.0,50.0,60.16463088989258
611.0,50.0,59.74748229980469
612.0,51.0,50.71391677856445
613.0,51.0,57.40896224975586
614.0,51.0,59.12276077270508
615.0,51.0,60.85243606567383
616.0,51.0,63.80064010620117
617.0,51.0,64.07743072509766
618.0,51.0,64.24813079833984
619.0,51.0,63.50156021118164
620.0,51.0,62.595985412597656
621.0,51.0,62.04708480834961
622.0,51.0,62.19203186035156
623.0,51.0,61.82373046875
624.0,52.0,60.53364562988281
625.0,52.0,60.41960525512695
626.0,52.0,59.51886749267578
627.0,52.0,58.95233154296875
628.0,52.0,59.20840072631836
629.0,52.0,59.20576095581055
630.0,52.0,60.08473587036133
631.0,52.0,61.293853759765625
632.0,52.0,63.2733268737793
633.0,52.0,64.34088897705078
634.0,52.0,64.67947387695312
635.0,52.0,64.712890625
636.0,53.0,64.84858703613281
637.0,53.0,62.53444290161133
638.0,53.0,62.09577941894531
639.0,53.0,59.13359451293945
640.0,53.0,60.9621467590332
641.0,53.0,59.42573928833008
642.0,53.0,60.68730926513672
643.0,53.0,60.35441970825195
644.0,53.0,62.0695686340332
645.0,53.0,62.352725982666016
646.0,53.0,62.78693389892578
647.0,53.0,62.732337951660156
648.0,54.0,57.969974517822266
649.0,54.0,60.72941970825195
650.0,54.0,61.854148864746094
651.0,54.0,61.725791931152344
652.0,54.0,61.010154724121094
653.0,54.0,60.87864303588867
654.0,54.0,59.94927215576172
655.0,54.0,59.26759719848633
656.0,54.0,58.96681594848633
657.0,54.0,58.80592727661133
658.0,54.0,58.55112838745117
659.0,54.0,58.392215728759766
660.0,55.0,54.94737243652344
661.0,55.0,56.49128723144531
662.0,55.0,57.04887008666992
663.0,55.0,58.53636169433594
664.0,55.0,59.705894470214844
665.0,55.0,60.909542083740234
666.0,55.0,60.61334991455078
667.0,55.0,60.073883056640625
668.0,55.0,59.146480560302734
669.0,55.0,58.507118225097656
670.0,55.0,58.44380187988281
671.0,55.0,58.13675308227539
672.0,56.0,62.82798767089844
673.0,56.0,59.802669525146484
674.0,56.0,59.02802276611328
675.0,56.0,57.03030776977539
676.0,56.0,57.561119079589844
677.0,56.0,57.70136642456055
678.0,56.0,58.200191497802734
679.0,56.0,59.436546325683594
680.0,56.0,59.747406005859375
681.0,56.0,60.099449157714844
682.0,56.0,60.037635803222656
683.0,56.0,59.80931091308594
684.0,57.0,53.7764892578125
685.0,57.0,56.12151336669922
686.0,57.0,58.9301872253418
687.0,57.0,59.63029861450195
688.0,57.0,59.73591613769531
689.0,57.0,58.467403411865234
690.0,57.0,57.49061965942383
691.0,57.0,56.7313117980957
692.0,57.0,56.83511734008789
693.0,57.0,56.7537956237793
694.0,57.0,57.21533966064453
695.0,57.0,57.56132888793945
696.0,58.0,62.529258728027344
697.0,58.0,61.47646713256836
698.0,58.0,60.99826431274414
699.0,58.0,61.702110290527344
700.0,58.0,58.88372802734375
701.0,58.0,57.81374740600586
702.0,58.0,57.13893127441406
703.0,58.0,56.93427276611328
704.0,58.0,56.95563507080078
705.0,58.0,56.68235397338867
706.0,58.0,56.413421630859375
707.0,58.0,56.20491027832031
708.0,59.0,63.37127685546875
709.0,59.0,58.900970458984375
710.0,59.0,58.30142593383789
711.0,59.0,56.339351654052734
712.0,59.0,58.63615417480469
713.0,59.0,58.90547561645508
714.0,59.0,59.972015380859375
715.0,59.0,59.45984649658203
716.0,59.0,60.081417083740234
717.0,59.0,60.00114440917969
718.0,59.0,60.36599349975586
719.0,59.0,60.2375373840332
720.0,60.0,63.887210845947266
721.0,60.0,65.59184265136719
722.0,60.0,65.405517578125
723.0,60.0,64.90203094482422
724.0,60.0,62.73173522949219
725.0,60.0,60.717288970947266
726.0,60.0,60.2320442199707
727.0,60.0,61.26189041137695
728.0,60.0,62.845638275146484
729.0,60.0,64.4237289428711
730.0,60.0,65.19145202636719
731.0,60.0,65.47419738769531
732.0,61.0,67.33956909179688
733.0,61.0,64.5530014038086
734.0,61.0,60.68596649169922
735.0,61.0,58.10068893432617
736.0,61.0,57.334774017333984
737.0,61.0,57.9176139831543
738.0,61.0,59.238525390625
739.0,61.0,61.688087463378906
740.0,61.0,62.97638702392578
741.0,61.0,64.44183349609375
742.0,61.0,64.83379364013672
743.0,61.0,65.15453338623047
744.0,62.0,60.68600845336914
745.0,62.0,60.507259368896484
746.0,62.0,61.13779067993164
747.0,62.0,59.506248474121094
748.0,62.0,59.096195220947266
749.0,62.0,59.265647888183594
750.0,62.0,56.88508224487305
751.0,62.0,56.353458404541016
752.0,62.0,54.89966583251953
753.0,62.0,54.62725830078125
754.0,62.0,54.83013153076172
755.0,62.0,55.53558349609375
756.0,63.0,56.378684997558594
757.0,63.0,59.80281066894531
758.0,63.0,58.485679626464844
759.0,63.0,58.83660125732422
760.0,63.0,58.56867599487305
761.0,63.0,59.583946228027344
762.0,63.0,59.411094665527344
763.0,63.0,60.42169189453125
764.0,63.0,60.33668518066406
765.0,63.0,60.28339385986328
766.0,63.0,60.03824234008789
767.0,63.0,60.201866149902344
768.0,64.0,60.8514289855957
769.0,64.0,60.414424896240234
770.0,64.0,59.97941589355469
771.0,64.0,60.69672775268555
772.0,64.0,59.573272705078125
773.0,64.0,59.02447509765625
774.0,64.0,58.57852554321289
775.0,64.0,58.72254943847656
776.0,64.0,59.06678771972656
777.0,64.0,59.02102279663086
778.0,64.0,58.90083694458008
779.0,64.0,58.76060104370117
780.0,65.0,67.67337036132812
781.0,65.0,68.04220581054688
782.0,65.0,65.08816528320312
783.0,65.0,62.08447265625
784.0,65.0,61.037010192871094
785.0,65.0,58.74541091918945
786.0,65.0,58.477210998535156
787.0,65.0,58.08900451660156
788.0,65.0,58.80550765991211
789.0,65.0,59.117374420166016
790.0,65.0,59.76740264892578
791.0,65.0,60.059532165527344
792.0,66.0,59.80826187133789
793.0,66.0,61.31171417236328
794.0,66.0,60.90413284301758
795.0,66.0,62.4120979309082
796.0,66.0,61.00389099121094
797.0,66.0,60.44887161254883
798.0,66.0,60.45654296875
799.0,66.0,59.41200637817383
800.0,66.0,59.24264907836914
801.0,66.0,58.792049407958984
802.0,66.0,59.12483596801758
803.0,66.0,59.12743377685547
804.0,67.0,62.51361846923828
805.0,67.0,61.641719818115234
806.0,67.0,61.6258544921875
807.0,67.0,59.525428771972656
808.0,67.0,58.791072845458984
809.0,67.0,56.129058837890625
810.0,67.0,55.567474365234375
811.0,67.0,55.26254653930664
812.0,67.0,56.44522476196289
813.0,67.0,57.053260803222656
814.0,67.0,57.62446975708008
815.0,67.0,57.66948318481445
816.0,68.0,63.81716537475586
817.0,68.0,62.420310974121094
818.0,68.0,59.36491012573242
819.0,68.0,58.07414245605469
820.0,68.0,57.16805648803711
821.0,68.0,58.233070373535156
822.0,68.0,58.660499572753906
823.0,68.0,57.944061279296875
824.0,68.0,57.35831069946289
825.0,68.0,57.185157775878906
826.0,68.0,57.20125198364258
827.0,68.0,57.225685119628906
828.0,69.0,64.60835266113281
829.0,69.0,58.41631317138672
830.0,69.0,59.9159049987793
831.0,69.0,62.17877960205078
832.0,69.0,61.239891052246094
833.0,69.0,61.42063522338867
834.0,69.0,59.419517517089844
835.0,69.0,59.21543884277344
836.0,69.0,58.43028259277344
837.0,69.0,58.98116683959961
838.0,69.0,59.1732177734375
839.0,69.0,59.19056701660156
840.0,70.0,55.0784797668457
841.0,70.0,55.38752746582031
842.0,70.0,56.9776611328125
843.0,70.0,57.74136734008789
844.0,70.0,56.59088134765625
845.0,70.0,56.164222717285156
846.0,70.0,56.34965133666992
847.0,70.0,57.273197174072266
848.0,70.0,58.18077850341797
849.0,70.0,58.186058044433594
850.0,70.0,57.61775588989258
851.0,70.0,57.11836624145508
852.0,71.0,63.56086349487305
853.0,71.0,60.49987030029297
854.0,71.0,56.66596221923828
855.0,71.0,56.88056945800781
856.0,71.0,56.30399703979492
857.0,71.0,56.626373291015625
858.0,71.0,56.45912551879883
859.0,71.0,56.84185028076172
860.0,71.0,55.58106231689453
861.0,71.0,55.724937438964844
862.0,71.0,55.84559631347656
863.0,71.0,56.31522750854492
864.0,72.0,62.87119674682617
865.0,72.0,55.847835540771484
866.0,72.0,57.58895492553711
867.0,72.0,55.887332916259766
868.0,72.0,60.559139251708984
869.0,72.0,60.31678771972656
870.0,72.0,63.32292175292969
871.0,72.0,63.466087341308594
872.0,72.0,64.5451889038086
873.0,72.0,64.69339752197266
874.0,72.0,64.88951110839844
